code,Description,,,
63307,"VERTEBRAL CORPECTOMY (VERTEBRAL BODY RESECTION),PARTIAL OR COMPLETE, FOR EXCISION OF INTRASPINAL LESION,SINGLE SEGMENT; INTRADURAL, LUMBAR OR SACRAL BYTRANSPERITONEAL OR RETROPERITONEAL APPROACH",,,
63600,"CREATION OF LESION OF SPINAL CORD BY STEREOTACTICMETHOD, PERCUTANEOUS, ANY MODALITY (INCLUDINGSTIMULATION AND/ OR RECORDING)",,,
63610,"STEREOTACTIC STIMULATION OF SPINAL CORD, PERCUTANEOUS,SEPARATE PROCEDURE NOT FOLLOWED BY OTHER SURGERY",,,
63615,"STEREOTACTIC BIOPSY, ASPIRATION, OR EXCISION OF LESION,SPINAL CORD",,,
63650,"PERCUTANEOUS IMPLANTATION OF NEUROSTIMULATORELECTRODES; EPIDURAL",,,
63655,"LAMINECTOMY FOR IMPLANTATION OF NEUROSTIMULATORELECTRODES; EPIDURAL",,,
63685,"INCISION AND SUBSCUTANEOUS PLACEMENT OF SPINALNEUROSTIMULATOR PULSE GENERATOR OR RECEIVER, DIRECTOR INDUCTIVE COUPLING",,,
63700,REPAIR OF MENINGOCELE; LESS THAN 5 CM DIAMETER,,,
63702,REPAIR OF MENINGOCELE; LARGER THAN 5 DIAMETER,,,
63704,REPAIR OF MYELOMENINGOCELE; LESS THAN 5 CM DIAMETER,,,
63706,REPAIR OF MYELOMENINGOCELE; LARGER THAN 5 DIAMETER,,,
63707,"REPAIR OF DURAL/ CSF LEAK, NOT REQUIRING LAMINECTOMY",,,
63709,"REPAIR OF DURAL/ CSF LEAK OR PSEUDOMENINGOCELE, W/LAMINECTOMY",,,
63710,"DURAL GRAFT, SPINAL",,,
63740,"CREATION OF SHUNT, LUMBAR, SUBARACHNOID-PERITONEAL, -PLEURAL, OR OTHER; INCLUDING LAMINECTOMY",,,
63741,"CREATION OF SHUNT, LUMBAR, SUBARACHNOID-PERITONEAL, -PLEURAL, OR OTHER; PERCUTANEOUS, NOT REQUIRINGLAMINECTOMY",,,
64702,"NEUROPLASTY; DIGITAL, ONE OR BOTH, SAME DIGIT",,,
64704,NEUROPLASTY; NERVE OF HAND OR FOOT,,,
64708,"NEUROPLASTY, MAJOR PERIPHERAL NERVE, ARM OR LEG; OTHERTHAN SPECIFIED",,,
64712,"NEUROPLASTY, MAJOR PERIPHERAL NERVE, ARM OR LEG; SCIATICNERVE",,,
64713,"NEUROPLASTY, MAJOR PERIPHERAL NERVE, ARM OR LEG;BRACHIAL PLEXUS",,,
64714,"NEUROPLASTY, MAJOR PERIPHERAL NERVE, ARM OR LEG;LUMBAR PLEXUS",,,
64716,"NEUROPLASTY AND/OR TRANSPOSITION; CRANIAL NERVE(SPECIFY)",,,
64718,"NEUROPLASTY AND/OR TRANSPOSITION; ULNAR NERVE ATELBOW",,,
64719,NEUROPLASTY AND/OR TRANSPOSITION; ULNAR NERVE AT WRIST,,,
64721,"NEUROPLASTY AND/OR TRANSPOSITION; MEDIAN NERVE ATCARPAL TUNNEL",,,
64722,DECOMPRESSION; UNSPECIFIED NERVE(S) (SPECIFY),,,
64726,DECOMPRESSION; PLANTAR DIGITAL NERVE,,,
64727,"INTERNAL NEUROLYSIS, REQUIRING USE OF OPERATINGMICROSCOPE (LIST SEPARATELY IN ADDITION TO CODE FORNEUROPLASTY) (NEUROPLASTY INLCUDES EXTERNALNEUROLYSIS)",,,
RVS Code,Description,,,
,,,,
64734,TRANSECTION OR AVULSION OF; INFRAORBITAL NERVE,,,
64736,TRANSECTION OR AVULSION OF; MENTAL NERVE,,,
64738,"TRANSECTION OR AVULSION OF; INFERIOR ALVEOLAR NERVE BYOSTEOTOMY",,,
64740,TRANSECTION OR AVULSION OF; LINGUAL NERVE,,,
64742,"TRANSECTION OR AVULSION OF; FACIAL NERVE, DIFFERENTIALOR COMPLETE",,,
64744,TRANSECTION OR AVULSION OF; GREATER OCCIPITAL NERVE,,,
64746,TRANSECTION OR AVULSION OF; PHRENIC NERVE,,,
64752,"TRANSECTION OR AVULSION OF; VAGUS NERVE (VAGOTOMY),TRANSTHORACIC",,,
64755,"TRANSECTION OR AVULSION OF; VAGI LIMITED TO PROXIMALSTOMACH (SELECTIVE PROXIMAL VAGOTOMY, PROXIMAL GASTRICVAGOTOMY, PARIETAL CELL VAGOTOMY, SUPRA- OR HIGHLYSELECTIVE VAGOTOMY)",,,
64760,"TRANSECTION OR AVULSION OF; VAGUS NERVE (VAGOTOMY),ABDOMINAL",,,
64761,TRANSECTION OR AVULSION OF; PUDENDAL NERVE,,,
64763,"TRANSECTION OR AVULSION OF OBTURATOR NERVE,EXTRAPELVIC, W/ OR W/O ADDUCTOR TENOTOMY",,,
64766,"TRANSECTION OR AVULSION OF OBTURATOR NERVE,INTRAPELVIC, W/ OR W/O ADDUCTOR TENOTOMY",,,
64771,"TRANSECTION OR AVULSION OF OTHER CRANIAL NERVE,INTRADURAL",,,
64772,"TRANSECTION OR AVULSION OF OTHER SPINAL NERVE,EXTRADURAL",,,
64774,"EXCISION OF NEUROMA; CUTANEOUS NERVE, SURGICALLYIDENTIFIABLE",,,
64776,"EXCISION OF NEUROMA; DIGITAL NERVE, ONE OR BOTH, SAMEDIGIT",,,
64782,"EXCISION OF NEUROMA; HAND OR FOOT, EXCEPT DIGITAL NERVE",,,
64784,"EXCISION OF NEUROMA; MAJOR PERIPHERAL NERVE, EXCEPTSCIATIC",,,
64786,EXCISION OF NEUROMA; SCIATIC NERVE,,,
64788,"EXCISION OF NEUROFIBROMA OR NEUROLEMMOMA; CUTANEOUSNERVE",,,
64790,"EXCISION OF NEUROFIBROMA OR NEUROLEMMOMA; MAJORPERIPHERAL NERVE",,,
64792,"EXCISION OF NEUROFIBROMA OR NEUROLEMMOMA; EXTENSIVE(INCLUDING MALIGNANT TYPE)",,,
64795,BIOPSY OF NERVE,,,
64802,"SYMPATHECTOMY, CERVICAL",,,
64804,"SYMPATHECTOMY, CERVICOTHORACIC",,,
64809,"SYMPATHECTOMY, THORACOLUMBAR",,,
64818,"SYMPATHECTOMY, LUMBAR",,,
64820,"SYMPATHECTOMY, DIGITAL ARTERIES, W/ MAGNIFICATION, EACHDIGIT",,,
64830,"MICRODISSECTION AND/OR MICROREPAIR OF NERVE (LISTSEPARATELY IN ADDITION TO CODE FOR NERVE REPAIR)",,,
64831,"SUTURE OF DIGITAL NERVE, HAND OR FOOT; ONE NERVE",,,
64832,"SUTURE OF DIGITAL NERVE, HAND OR FOOT; EACH ADDITIONALDIGITAL NERVE",,,
64834,"SUTURE OF ONE NERVE, HAND OR FOOT; COMMON SENSORYNERVE",,,
64835,"SUTURE OF ONE NERVE, HAND OR FOOT; MEDIAN MOTOR THENAR",,,
64836,"SUTURE OF ONE NERVE, HAND OR FOOT; ULNAR MOTOR",,,
64837,"SUTURE OF EACH ADDITIONAL NERVE, HAND OR FOOT",,,
64840,SUTURE OF POSTERIOR TIBIAL NERVE,,,
64856,"SUTURE OF MAJOR PERIPHERAL NERVE, ARM OR LEG, EXCEPTSCIATIC; INCLUDING TRANSPOSITION",,,
64857,"SUTURE OF MAJOR PERIPHERAL NERVE, ARM OR LEG, EXCEPTSCIATIC; W/O TRANSPOSITION",,,
64858,SUTURE OF SCIATIC NERVE,,,
64859,SUTURE OF EACH ADDITIONAL MAJOR PERIPHERAL NERVE,,,
64861,SUTURE OF; BRACHIAL PLEXUS,,,
64862,SUTURE OF; LUMBAR PLEXUS,,,
64864,SUTURE OF FACIAL NERVE; EXTRACRANIAL,,,
64865,"SUTURE OF FACIAL NERVE; INFRATEMPORAL, W/ OR W/OGRAFTING",,,
64866,ANASTOMOSIS; FACIAL-SPINAL ACCESSORY,,,
64868,ANASTOMOSIS; FACIAL-HYPOGLOSSAL,,,
64870,ANASTOMOSIS; FACIAL-PHRENIC,,,
64885,"NERVE GRAFT (INCLUDES OBTAINING GRAFT), HEAD OR NECK; UPTO 4CM IN LENGTH",,,
64886,"NERVE GRAFT (INCLUDES OBTAINING GRAFT), HEAD OR NECK;MORE THAN 4 CM LENGTH",,,
64890,"NERVE GRAFT (INCLUDES OBTAINING GRAFT), SINGLE STRAND,HAND OR FOOT; UP TO 4 CM LENGTH",,,
64891,"NERVE GRAFT (INCLUDES OBTAINING GRAFT), SINGLE STRAND,HAND OR FOOT; MORE THAN 4 CM LENGTH",,,
64892,"NERVE GRAFT (INCLUDES OBTAINING GRAFT), SINGLE STRAND,ARM OR LEG; UP TO 4 CM LENGTH",,,
64893,"NERVE GRAFT (INCLUDES OBTAINING GRAFT), SINGLE STRAND,ARM OR LEG; MORE THAN 4 CM LENGTH",,,
RVS Code,Description,,,
,Case Rate,,,
64896,"NERVE GRAFT (INCLUDES OBTAINING GRAFT), MULTIPLESTRANDS (CABLE), HAND OR FOOT; MORE THAN 4 CM LENGTH",,,
64897,"NERVE GRAFT (INCLUDES OBTAINING GRAFT), MULTIPLESTRANDS (CABLE), ARM OR LEG; UP TO 4 CM LENGTH",,,
64898,"NERVE GRAFT (INCLUDES OBTAINING GRAFT), MULTIPLESTRANDS (CABLE), ARM OR LEG; MORE THAN 4 CM LENGTH",,,
64901,"NERVE GRAFT, EACH ADDITIONAL NERVE; SINGLE STRAND",,,
64902,"NERVE GRAFT, EACH ADDITIONAL NERVE; MULTIPLE STRANDS(CABLE)",,,
64905,NERVE PEDICLE TRANSFER; FIRST STAGE,,,
64907,NERVE PEDICLE TRANSFER; SECOND STAGE,,,
65091,EVISCERATION OF OCULAR CONTENTS; W/O IMPLANT,,,
65093,EVISCERATION OF OCULAR CONTENTS; W/ IMPLANT,,,
65101,ENUCLEATION OF EYE; W/O IMPLANT,,,
65103,"ENUCLEATION OF EYE; W/ IMPLANT, MUSCLES NOT ATTACHED TOIMPLANT",,,
65105,"ENUCLEATION OF EYE; W/ IMPLANT, MUSCLES ATTACHED TOIMPLANT",,,
65110,"EXENTERATION OF ORBIT WITHOUT SKIN GRAFT, REMOVAL OFORBITAL CONTENTS; ONLY",,,
65112,"EXENTERATION OF ORBIT WITHOUT SKIN GRAFT, REMOVAL OFORBITAL CONTENTS; W/ THERAPEUTIC REMOVAL OF BONE",,,
65114,"EXENTERATION OF ORBIT WITHOUT SKIN GRAFT, REMOVAL OFORBITAL CONTENTS; W/ MUSCLE OR MYOCUTANEOUS FLAP",,,
65130,"INSERTION OF OCULAR IMPLANT; AFTER EVISCERATION, INSCLERAL SHELL",,,
65135,"INSERTION OF OCULAR IMPLANT; AFTER ENUCLEATION, MUSCLESNOT ATTACHED TO IMPLANT",,,
65140,"INSERTION OF OCULAR IMPLANT; AFTER ENUCLEATION, MUSCLESATTACHED TO IMPLANT",,,
65150,"REINSERTION OF OCULAR IMPLANT; WITH OR WITHOUTCONJUNCTIVAL GRAFT",,,
65155,"REINSERTION OF OCULAR IMPLANT; WITH USE OF FOREIGNMATERIAL FOR REINFORCEMENT AND/OR ATTACHMENT OFMUSCLES TO IMPLANT",,,
65175,REMOVAL OF OCULAR IMPLANT,,,
65205,"REMOVAL OF FOREIGN BODY, EXTERNAL EYE; CONJUNCTIVAL,SUPERFICIAL",,,
65210,"REMOVAL OF FOREIGN BODY, EXTERNAL EYE; SUBCONJUNCTIVALOR SCLERAL, WITH SLIT LAMP",,,
65222,"REMOVAL OF FOREIGN BODY, EXTERNAL EYE; CORNEA, WITH SLITLAMP",,,
65235,"REMOVAL OF FOREIGN BODY, INTRAOCULAR; FROM ANTERIORCHAMBER OR LENS",,,
65260,"REMOVAL OF FOREIGN BODY, INTRAOCULAR; FROM POSTERIORSEGMENT, MAGNETIC EXTRACTION, ANTERIOR OR POSTERIORROUTE",,,
65265,"REMOVAL OF FOREIGN BODY, INTRAOCULAR; FROM POSTERIORSEGMENT, NONMAGNETIC EXTRACTION",,,
65270,"REPAIR OF LACERATION; CONJUNCTIVA, W/ OR W/ONONPERFORATING LACERATION SCLERA, DIRECT CLOSURE",,,
65273,"REPAIR OF LACERATION; CONJUNCTIVA, BY MOBILIZATION ANDREARRANGEMENT",,,
65275,"REPAIR OF LACERATION; CORNEA, NONPERFORATING, W/ OR W/OREMOVAL FOREIGN BODY",,,
65280,"REPAIR OF LACERATION; CORNEA AND/OR SCLERA,PERFORATING, NOT INVOLVING UVEAL TISSUE",,,
65285,"REPAIR OF LACERATION; CORNEA AND/OR SCLERA,PERFORATING, W/ REPOSITION OR RESECTION OF UVEAL TISSUE",,,
65286,"REPAIR OF LACERATION; APPLICATION OF TISSUE GLUE, WOUNDSOF CORNEA AND/OR SCLERA",,,
65290,"REPAIR OF WOUND, EXTRAOCULAR MUSCLE, TENDON AND/ ORTENONS CAPSULE",,,
65400,"EXCISION OF LESION, CORNEA (KERATECTOMY, LAMELLAR,PARTIAL), EXCEPT PTERYGIUM",,,
65410,BIOPSY OF CORNEA,,,
65426,EXCISION OR TRANSPOSITION OF PTERYGIUM; WITH GRAFT,,,
65450,"DESTRUCTION OF LESION OF CORNEA BY CRYOTHERAPY,PHOTOCOAGULATION OR THERMOCAUTERIZATION",,,
65710,KERATOPLASTY (CORNEAL TRANSPLANT); LAMELLAR,,,
65730,"KERATOPLASTY (CORNEAL TRANSPLANT); PENETRATING (EXCEPTIN APHAKIA)",,,
65750,"KERATOPLASTY (CORNEAL TRANSPLANT); PENETRATING (INAPHAKIA)",,,
65755,"KERATOPLASTY (CORNEAL TRANSPLANT); PENETRATING (INPSEUDOPHAKIA)",,,
65765,KERATOPHAKIA,,,
65767,EPIKERATOPLASTY,,,
65770,KERATOPROSTHESIS,,,
65772,"CORNEAL RELAXING INCISION FOR CORRECTION OF SURGICALLYINDUCED ASTIGMATISM",,,
RVS Code,Description,,,
,Case Rate,,,
65780,"OCULAR SURFACE RECONSTRUCTION; AMNIOTIC MEMBRANETRANSPLANTATION",,,
65781,"OCULAR SURFACE RECONSTRUCTION; LIMBAL STEM CELLALLOGRAFT (EG, CADAVERIC OR LIVING DONOR)",,,
65782,"OCULAR SURFACE RECONSTRUCTION; LIMBAL CONJUNCTIVALAUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,
65805,"PARACENTESIS OF ANTERIOR CHAMBER OF EYE; W/ THERAPEUTICRELEASE OF AQUEOUS",,,
65810,"PARACENTESIS OF ANTERIOR CHAMBER OF EYE; W/ REMOVAL OFVITREOUS AND/OR DISCISSION OF ANTERIOR HYALOIDMEMBRANE, W/ OR W/O AIR INJECTION",,,
65815,"PARACENTESIS OF ANTERIOR CHAMBER OF EYE; W/ REMOVAL OFBLOOD, W/ OR W/O IRRIGATION AND/OR AIR INJECTION",,,
65820,GONIOTOMY,,,
65850,TRABECULOTOMY AB EXTERNO,,,
65855,"TRABECULOPLASTY BY LASER SURGERY, ONE OR MORE SESSIONS(DEFINED TREATMENT SERIES)",,,
65860,"SEVERING ADHESIONS OF ANTERIOR SEGMENT, LASERTECHNIQUE",,,
65865,"SEVERING ADHESIONS OF ANTERIOR SEGMENT OF EYE,INCISIONAL TECHNIQUE (W/ OR W/O INJECTION OF AIR ORLIQUID); GONIOSYNECHIAE",,,
65870,"SEVERING ADHESIONS OF ANTERIOR SEGMENT OF EYE,INCISIONAL TECHNIQUE (W/ OR W/O INJECTION OF AIR ORLIQUID); ANTERIOR SYNECHIAE, EXCEPT GONIOSYNECHIAE",,,
65875,"SEVERING ADHESIONS OF ANTERIOR SEGMENT OF EYE,INCISIONAL TECHNIQUE (W/ OR W/O INJECTION OF AIR ORLIQUID); POSTERIOR SYNECHIAE",,,
65880,"SEVERING ADHESIONS OF ANTERIOR SEGMENT OF EYE,INCISIONAL TECHNIQUE (W/ OR W/O INJECTION OF AIR ORLIQUID); CORNEOVITREAL ADHESIONS",,,
65900,"REMOVAL OF EPITHELIAL MATERIAL, ANTERIOR SEGMENT EYE",,,
65920,"REMOVAL OF IMPLANTED MATERIAL, ANTERIOR SEGMENT EYE",,,
65930,"REMOVAL OF BLOOD CLOT, ANTERIOR SEGMENT EYE",,,
66130,"EXCISION OF LESION, SCLERA",,,
66150,"FISTULIZATION OF SCALERA FOR GLAUCOMA; TREPHINATION W/IRIDECTOMY",,,
66155,"FISTULIZATION OF SCALERA FOR GLAUCOMA;THERMOCAUTERIZATION W/ IRIDECTOMY",,,
66160,"FISTULIZATION OF SCALERA FOR GLAUCOMA; SCLERECTOMY W/PUNCH OR SCISSORS, W/ IRIDECTOMY",,,
66165,"FISTULIZATION OF SCALERA FOR GLAUCOMA; IRIDENCLEISIS ORIRIDOTASIS",,,
66170,"FISTULIZATION OF SCALERA FOR GLAUCOMA; TRABECULECTOMYAB EXTERNO IN ABSENCE OF PREVIOUS SURGERY",,,
66172,"FISTULIZATION OF SCALERA FOR GLAUCOMA; TRABECULECTOMYAB EXTERNO W/ SCARRING FROM PREVIOUS OCULAR SURGERYOR TRAUMA (INCLUDES INJECTION OF ANTIFIBROTIC AGENTS)",,,
66180,"AQUENOUS SHUNT TO EXTRAOCULAR RESERVOIR (E.G.,MOLTENO, SCHOCKET, DENVER-KRUPIN)",,,
66185,REVISION OF AQUEOUS SHUNT TO EXTRAOCULAR RESERVOIR,,,
66220,REPAIR OF SCLERAL STAPHYLOMA; W/O GRAFT,,,
66225,REPAIR OF SCLERAL STAPHYLOMA; W/ GRAFT,,,
66250,"REVISION OR REPAIR OF OPERATIVE WOUND OF ANTERIORSEGMENT, ANY TYPE, EARLY OR LATE, MAJOR OR MINORPROCEDURE",,,
66500,IRIDOTOMY BY STAB INCISION; EXCEPT TRANSFIXION,,,
66505,"IRIDOTOMY BY STAB INCISION; W/ TRANSFIXION AS FOR IRISBOMBE",,,
66600,"IRIDECTOMY, W/ CORNEOSCLERAL OR CORNEAL SECTION; FORREMOVAL OF LESION",,,
66605,"IRIDECTOMY, W/ CORNEOSCLERAL OR CORNEAL SECTION; W/CYCLECTOMY",,,
66625,"IRIDECTOMY, W/ CORNEOSCLERAL OR CORNEAL SECTION;PERIPHERAL FOR GLAUCOMA",,,
66630,"IRIDECTOMY, W/ CORNEOSCLERAL OR CORNEAL SECTION;SECTOR FOR GLAUCOMA",,,
66680,"REPAIR OF IRIS, CILIARY BODY (AS FOR IRIDODIALYSIS)",,,
66682,"SUTURE OF IRIS, CILIARY BODY  W/ RETRIEVAL OF SUTURETHROUGH SMALL INCISION (E.G., MCCANNEL SUTURE)",,,
66700,CILIARY BODY DESTRUCTION; DIATHERMY,,,
66710,CILIARY BODY DESTRUCTION; CYCLOPHOTOCOAGULATION,,,
66720,CILIARY BODY DESTRUCTION; CRYOTHERAPY,,,
66740,CILIARY BODY DESTRUCTION; CYCLODIALYSIS,,,
66761,"IRIDOTOMY/IRIDECTOMY BY LASER SURGERY (E.G., FORGLAUCOMA) ( ONE OR MORE SESSIONS)",,,
66762,"IRIDOPLASTY BY PHOTOCOAGULATION (ONE OR MORE SESSIONS)(E.G., FOR IMPROVEMENT OF VISION, FOR WIDENING OFANTERIOR CHAMBER ANGLE)",,,
RVS Code,Description,,,
,,,,
66820,"DISCISSION OF SECONDARY MEMBRANOUS CATARACT (OPACIFIEDPOSTERIOR LENS CAPSULE AND/OR ANTERIOR HYALOID); STABINCISION TECHNIQUE (ZIEGLER OR WHEELER KNIFE)",,,
66821,"DISCISSION OF SECONDARY MEMBRANOUS CATARACT (OPACIFIEDPOSTERIOR LENS CAPSULE AND/OR ANTERIORHYALOID); LASER SURGERY (E.G., YAG LASER) (ONE OR MORESTAGES)",,,
66825,"REPOSITIONING OF INTRAOCULAR LENS PROSTHESIS, REQUIRINGAN INCISION",,,
66830,"REMOVAL OF SECONDARY MEMBRANOUS CATARACT (OPACIFIEDPOSTERIOR LENS CAPSULE AND/OR ANTERIOR HYALOID) W/CORNEO-SCLERAL SECTION, W/ OR W/O IRIDECTOMY(IRIDOCAPSULOTOMY, IRIDOCAPSULECTOMY)",,,
66985,"INSERTION OF INTRAOCULAR LENS PROSTHESIS, NOTASSOCIATED WITH CATARACT REMOVAL",,,
66986,EXCHANGE OF INTRAOCULAR LENS,,,
66991,"REVISION OF FAILED FILTER; WITH OR WITHOUTEXPLANTATION/EXCHANGE OF SHUNT",,,
66992,REVISION OF FAILED FILTER; WITH EXCISION OF BLEB CYST,,,
66993,REVISION OF FAILED FILTER; WITH CHOROIDAL TAP,,,
66994,REVISION OF FAILED FILTER; WITH POSTERIOR SCLEROTOMY,,,
66995,"REVISION OF FAILED FILTER; WITH ANTERIOR CHAMBERREFORMATION",,,
66996,"REVISION OF FILTERING BLEB, NEEDLING TECHNIQUE; WITHOUTINJECTION OF ANTI-METABOLITE",,,
66997,"REVISION OF FILTERING BLEB, NEEDLING TECHNIQUE; WITHINJECTION OF ANTI-METABOLITE",,,
66998,"RELEASE OF SCLERAL FLAP SUTURE BY LASER SUTURE LYSIS (NEWCODE)",,,
66999,"REVISION OF OVERFILTERING BLEB (INCLUDES AUTOLOGOUSBLOOD INJECTION, CRYOTHERAPY, MATTRESS SUTURES, ETC.)",,,
67005,"REMOVAL OF VITREOUS, ANTERIOR APPROACH (OPEN SKYTECHNIQUE OR LIMBAL INCISION); PARTIAL REMOVAL",,,
67010,"REMOVAL OF VITREOUS, ANTERIOR APPROACH (OPEN SKYTECHNIQUE OR LIMBAL INCISION); SUBTOTAL REMOVAL W/MECHANICAL VITRECTOMY",,,
67015,"ASPIRATION OR RELEASE OF VITREOUS, SUBRETINAL ORCHOROIDAL FLUID, PARS PLANA APPROACH (POSTERIORSCLEROTOMY)",,,
67025,"INJECTION OF VITREOUS SUBSTITUTE, PARS PLANA OR LIMBALAPPROACH, (FLUID-GAS EXCHANGE), W/ OR W/O ASPIRATION",,,
67027,"IMPLANTATION OF INTRAVITREAL DRUG DELIVERY SYSTEM (EG,GANCICLOVIR IMPLANT), INCLUDES CONCOMITANT REMOVAL OFVITREOUS",,,
67030,"DISCISSION OF VITREOUS STRANDS (W/O REMOVAL), PARS PLANAAPPROACH",,,
67031,"SEVERING OF VITREOUS STRANDS, VITREOUS FACE ADHESIONS,SHEETS, MEMBRANES OR OPACITIES, LASER SURGERY (ONE ORMORE STAGES)",,,
67036,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH;",,,
67038,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; W/EPIRETINAL MEMBRANE STRIPPING",,,
67039,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; W/ FOCALENDOLASER PHOTOCOAGULATION",,,
67040,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; W/ENDOLASER PANRETINAL PHOTOCOAGULATION",,,
67041,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; WITHINTERNAL LIMITING MEMBRANE (ILM) PEELING",,,
67046,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; WITHREMOVAL OF SUBRETINAL MEMBRANES",,,
67047,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; WITHREMOVAL OF CHOROIDAL NEOVASCULAR MEMBRANE",,,
67048,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; WITHENDODRAINAGE OF SUBRETINAL HEMORRHAGE (WITH ORWITHOUT TPA INJECTION)",,,
67049,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; WITHREMOVAL OF DROPPED IOL",,,
67050,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; WITHPHACOFRAGMENTATION FOR DROPPED LENS MATERIAL",,,
67051,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; WITHINTERNAL TAMPONADE WITH AIR, GAS, SILICONE OIL,PERFLUOROCARBON LIQUID",,,
67052,"VITRECTOMY, MECHANICAL, PARS PLANA APPROACH; WITHINSERTION OF SCLERAL FIXATED INTRAOCULAR LENS, WITH ORWITHOUT ANTERIOR VITRECTOMY",,,
67101,"REPAIR OF RETINAL DETACHMENT, ONE OR MORE SESSIONS;CRYOTHERAPY OR DIATHERMY, W/ OR W/O DRAINAGE OFSUBRETINAL FLUID",,,
RVS Code,Description,,,
,,,,
67107,"REPAIR OF RETINAL DETACHMENT; SCLERAL BUCKLING (SUCH ASLAMELLAR SCLERAL DISSECTION, IMBRICATION OR ENCIRCLINGPROCEDURE), W/ OR W/O IMPLANT, W/ OR W/O CRYOTHERAPY,PHOTOCOAGULATION, AND DRAINAGE OF SUBRETINAL FLUID",,,
67108,"REPAIR OF RETINAL DETACHMENT; W/ VITRECTOMY, ANYMETHOD, W/ OR W/O AIR OR GAS TAMPONADE, FOCALENDOLASER PHOTOCOAGULATION, CRYOTHERAPY, DRAINAGE OFSUBRETINAL FLUID, SCLERAL BUCKLING, AND/OR REMOVAL OFLENS BY SAME TECHNIQUE",,,
67110,"REPAIR OF RETINAL DETACHMENT; BY INJECTION OF AIR OROTHER GAS (E.G., PNEUMATIC RETINOPEXY)",,,
67112,"REPAIR OF RETINAL DETACHMENT; BY SCLERAL BUCKLING ORVITRECTOMY, ON PATIENT HAVING PREVIOUS IPSILATERALRETINAL DETACHMENT REPAIR(S) USING SCLERAL BUCKLING ORVITRECTOMY TECHNIQUES",,,
67115,RELEASE OF ENCIRCLING MATERIAL (POSTERIOR SEGMENT),,,
67120,"REMOVAL OF IMPLANTED MATERIAL, POSTERIOR SEGMENT;EXTRAOCULAR",,,
67121,"REMOVAL OF IMPLANTED MATERIAL, POSTERIOR SEGMENT;INTRAOCULAR",,,
67208,"DESTRUCTION OF LOCALIZED LESION OF RETINA (E.G.,MACULOPATHY, CHOROIDOPATHY, SMALL TUMORS),  ONE ORMORE SESSIONS; CRYOTHERAPY, DIATHERMY",,,
67210,"DESTRUCTION OF LOCALIZED LESION OF RETINA (E.G.,MACULOPATHY, CHOROIDOPATHY, SMALL TUMORS),  ONE ORMORE SESSIONS; PHOTOCOAGULATION (LASER OR XENON ARC)",,,
67218,"DESTRUCTION OF LOCALIZED LESION OF RETINA (E.G.,MACULOPATHY, CHOROIDOPATHY, SMALL TUMORS),  ONE ORMORE SESSIONS; RADIATION BY IMPLANTATION OF SOURCE(INCLUDES REMOVAL OF SOURCE)",,,
67220,"DESTRUCTION OF LOCALIZED LESION OF CHOROID (E.G.,CHOROIDAL NEOVASCULARIZATION); PHOTOCOAGULATION (E.G.,LASER), ONE OR MORE SESSIONS",,,
67221,"DESTRUCTION OF LOCALIZED LESION OF CHOROID (E.G.,CHOROIDAL NEOVASCULARIZATION); PHOTODYNAMIC THERAPY(INCLUDES INTRAVENOUS INFUSIONS",,,
67222,"DESTRUCTION OF LOCALIZED LESION OF CHOROID (E.G.,CHOROIDAL NEOVASCULARIZATION); TRANSPUPILLARYTHERMOTHERAPY",,,
67227,"DESTRUCTION OF EXTENSIVE OR PROGRESSIVE RETINOPATHY(E.G., DIABETIC RETINOPATHY), ONE OR MORE SESSIONS;CRYOTHERAPY, DIATHERMY",,,
67228,"DESTRUCTION OF EXTENSIVE OR PROGRESSIVE RETINOPATHY(E.G., DIABETIC RETINOPATHY), ONE OR MORE SESSIONS;PHOTOCOAGULATION (LASER OR XENON ARC)",,,
67250,SCLERAL REINFORCEMENT,,,
67311,"STRABISMUS SURGERY, RECESSION OR RESECTION PROCEDURE(PATIENT NOT PREVIOUSLY OPERATED ON); ONE HORIZONTALMUSCLE",,,
67312,"STRABISMUS SURGERY, RECESSION OR RESECTION PROCEDURE(PATIENT NOT PREVIOUSLY OPERATED ON); TWO HORIZONTALMUSCLES",,,
67314,"STRABISMUS SURGERY, RECESSION OR RESECTION PROCEDURE(PATIENT NOT PREVIOUSLY OPERATED ON); ONE VERTICALMUSCLE (EXCLUDING SUPERIOR OBLIQUE)",,,
67316,"STRABISMUS SURGERY, RECESSION OR RESECTION PROCEDURE(PATIENT NOT PREVIOUSLY OPERATED ON); TWO OR MOREVERTICAL MUSCLES (EXCLUDING SUPERIOR OBLIQUE)",,,
